Tweet,sentiment
 reuter britain cover covid19 vaccin sideeffect damag scheme,Neutral
 cdcgov person covid19 spread two hundr fourteen day without show symptom asymptomat case common may not…,Neutral
 nixw20 coupl san franciso test posit coronaviru still board unit airlin flight hawaii a…,Neutral
 nytimesart shot four wuhan hospit coronaviru lockdown seventysix day take ground human perspect doctor nurse…,Neutral
 thehil obama say may take coronaviru vaccin TV build trust,Neutral
 atrupar At anoth point giuliani expo coronaviru like normal peopl breath air ask woman sit next hi…,Positive
 9new former westminst fire marshal die covid19,Storngly Nagative
 dncwarroom two hundr seventyf thousand death fourteen million case four million novemb alon unit state crisi instead a…,Storngly Nagative
 hillreport diplomat immun pompeo host massiv holiday parti coronaviru surg,Positive
 nytim As coronaviru hospit soar california mayor lo angel order resid stay home stop gathe…,Nagative
 airforcevet43 goss30goss hear hear 👇i go take undon damag done especi cult follo…,Neutral
 ewarren thi food bank michigan went serv around eighti famili week covid19 500—and six hundr republican in…,Neutral
 aussiemacj jim chalmer say twothird debt budget borrow start pandem Is correct abc…,Nagative
anthoni fauci apolog UK regul impli vaccin approv sloppi,Neutral
 dwuhlfelderlaw florida gov desanti misl public covid crisi,Neutral
shot four wuhan hospit coronaviru lockdown seventysix day take ground human perspect doctors…,Neutral
 bettemidl thi guy regular nostradamu “one week stock purcha compani publicli announc would devel…,Neutral
 lizneeley In march wrote stockdaleparadox covid quot they’d say ‘we’r go easter’ easter wo…,Neutral
learn lesson Of trump coronaviru appl move product china To vietnam,Neutral
presid donald trump republican nation committ rai two thousand seventyf million sinc elect day p…,Neutral
Is end trump famili rip american tax payer donald trump jare kushner receiv 36…,Neutral
 yardleyshoot fauci “you know love brit they’r great they’r good scientist took data pfizer…,Storngly Positive
 goss30goss As coronaviru case hospit amp death explod trump continu make ive never seen more…,Storngly Nagative
rememb dailybrief everi singl day conserv alexand borisjohnson promi amp even pl…,Neutral
 mattmurph24 one hundr ninetyeight thousand seven hundr fortysix new coronaviru case,Neutral
 atrupar At anoth point giuliani expo coronaviru like normal peopl breath air ask woman sit next hi…,Positive
 chelseaclinton terrifi “hacker tri penetr vital ‘cold chain’ coronaviru vaccin secur team reports” https…,Positive
nonetheless laughter moment stress tear boredom frustrat sheer sadness…,Nagative
 bobwacht kudo gavinnewsom amp team pull emerg brake nobodi want stay home beat hospitalsicu u…,Positive
 atrupar At anoth point giuliani expo coronaviru like normal peopl breath air ask woman sit next hi…,Positive
 bobwacht kudo gavinnewsom amp team pull emerg brake nobodi want stay home beat hospitalsicu u…,Positive
 kloeffler My healthcar plan ✅protect preexist condit ✅lower cost ✅give patient option reverendwarn…,Neutral
bradschmidt stori rule fine oregonian miss big stori estim value…,Positive
⁦⁦⁦senatemajldr⁩ — million peopl continu struggl covid case time high —you the…,Neutral
 atrupar At anoth point giuliani expo coronaviru like normal peopl breath air ask woman sit next hi…,Positive
oregon doctor refu wear face mask coronaviru pandem via mailonlin,Neutral
 ctvnew man premier brian pallist made emot plea resid stay apart holiday also issu warn …,Positive
At midnight richard first batch approv pfizer biontech coronaviru vaccin arriv UK,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
three prairi provinc becom epicentr covid19’ second wave canada – surpass ontario and…,Neutral
 mailonlin chine cronyism secreci bureaucraci allow covid19 spread,Positive
 gop thirtyeight time sinc summer democrat vote covid reliefw think covid relief f…,Positive
 dwuhlfelderlaw florida gov desanti misl public covid crisi,Neutral
 guardiannew donald trump stay silent US see record two thousand eight hundr four coronaviru death day,Storngly Nagative
 bigheartedguy thi might also time great spiritu opportun transform In first place coronavirus—lik m…,Storngly Positive
 dwuhlfelderlaw florida gov desanti misl public covid crisi,Neutral
Fl gov ron desanti told polit donor corpor exec urg trump “fight overturn novembe…,Neutral
south dakota past week averag twenti covid death per day becom 37t…,Storngly Nagative
 navyvetresist hell crap trump want credit coronaviru vaccin – name h…,Storngly Nagative
time tighten restrict visit doctor etc wear mask 👍 not y…,Nagative
 rcsltpolici If speech amp languag therapi want hear plea fill sltsurvey covid19 h…,Positive
 cnnpolit former presid fill leadership vacuum presid trump ignor worsen pandem analysi,Storngly Nagative
 guardiannew donald trump stay silent US see record two thousand eight hundr four coronaviru death day,Storngly Nagative
 scotgovfair today UN day disabl peopl idpwd2020 thi year theme “not disabl visible” shine light…,Neutral
 jrehl wisconsin suprem court given trump legal team 46th loss imagin put much energi fight C…,Storngly Nagative
 tackettdc biden first one hundr day differ marker mask via ajjaff,Neutral
 atrupar At anoth point giuliani expo coronaviru like normal peopl breath air ask woman sit next hi…,Positive
 gardenmorning13 trump want credit coronaviru vaccin get credit vaccin,Storngly Positive
opinion get coronaviru vaccin america new york time,Neutral
america Is careen toward pandem nightmar scenario On wednesday unit state broke one hundr thousand coronavir…,Nagative
facebook ban debunk claim covid vaccin,Storngly Nagative
 dwuhlfelderlaw florida gov desanti misl public covid crisi,Neutral
 nytim new york citi sevenday averag daili posit coronaviru test rate rose five first time sinc may nones…,Neutral
 abc latest former presid barack obama georg bush bill clinton offer get vaccin front camera w…,Neutral
 thehil obama say may take coronaviru vaccin TV build trust,Neutral
 apeurop becom first western countri author use covid19 vaccin UK get question whether o…,Neutral
former presid obama bush clinton volunt get coronaviru vaccin publicli prove safe,Neutral
hey unemploy peopl twitter make sure rep vote don’t go tax debt your…,Nagative
 drmikesteven excit share manuscript impact covidー19 hand hygien monitor technolog use ichejournal…,Storngly Positive
coronaviru updat seven NH death seven new institut outbreak six hundr twentyf new coronaviru case,Positive
 thehil obama say may take coronaviru vaccin TV build trust,Neutral
twice mani assist care outbreak novemb april,Positive
vaccin rollout could ea crisi get first,Neutral
macon yeah saw tweet quot look like FB escal effort,Storngly Positive
 dncwarroom two hundr seventyf thousand death fourteen million case four million novemb alon unit state crisi instead a…,Storngly Nagative
realdonaldtrumpi horribl selfabsorb,Neutral
 maddowblog tampa bay region may avert fourteen million addit case covid19 face mask mandat lo…,Nagative
icymi RD help rural american navig challeng covid19 amp mani includ questions…,Positive
realdonaldtrump oann tweet fake shit elect record number deaths…,Storngly Nagative
 gwengraham crush number covidー19 ill death would avoid realdonaldtrump sycoph govrond…,Storngly Nagative
 dailymirror lifesav covid vaccin UK deliv devolv nation,Neutral
 sailorrooscout If someon know concern coronaviru vaccin gladli answer quest…,Neutral
coronaviru brief happen today jonathan wolf via nyt,Neutral
 jrehl wisconsin suprem court given trump legal team 46th loss imagin put much energi fight C…,Storngly Nagative
 dwuhlfelderlaw florida gov desanti misl public covid crisi,Neutral
one hundr ninetyeight thousand seven hundr fortysix new coronaviru case,Neutral
 atrupar At anoth point giuliani expo coronaviru like normal peopl breath air ask woman sit next hi…,Positive
opinion get coronaviru vaccin america new york time onli like twentythr million peopl f…,Positive
 nytim new york citi sevenday averag daili posit coronaviru test rate rose five first time sinc may nones…,Neutral
judg case wigan coupl say care home must help resid keep contact famili pandem,Storngly Positive
 thestatenew delawar auditor covid data dashboard could improv,Neutral
 gop thirtyeight time sinc summer democrat vote covid reliefw think covid relief f…,Positive
 grits19511 meanwhil gop elit senat famili eat well everyday enjoy great healthcar We people…,Storngly Positive
 msfayebishop evict mortgag protect amp hand coronaviru relief measur expir dec thirtyon new…,Storngly Positive
pfizer distribut half promi covid vaccin report say,Neutral
 nytim pcr rapid test accept taken within fortyeight hour end quarantin period peopl haven’t…,Positive
 gop thirtyeight time sinc summer democrat vote covid reliefw think covid relief f…,Positive
coronaviru live updat US viru death top two thousand eight hundr singl day 1st time abc new ⁦govrondesantis⁩ this…,Nagative
 lovenature20 nightmarish 1984esqu scene rotterdam friday drone citi tell peopl go home C…,Neutral
 nixw20 coupl san franciso test posit coronaviru still board unit airlin flight hawaii a…,Neutral
 reuter former US presid barack obama georg bush bill clinton said vaccin novel…,Neutral
 leslieoo7 desanti put ron coronaviru,Neutral
 nixw20 coupl san franciso test posit coronaviru still board unit airlin flight hawaii a…,Neutral
among first act biden call one hundr day maskwear wimpi presid begin,Neutral
joe biden ask anthoni fauci feder coronaviru expert becom chief medic advi 👏🏻👏🏻👏🏻👏🏻👏🏻 good m…,Positive
 ohmes2 sb inkigayo announc staff test neg coronaviru broadcast schedul proceed nor…,Neutral
 abcadelaid hospit restrict relax SA new coronaviru case record,Positive
 sailorrooscout If someon know concern coronaviru vaccin gladli answer quest…,Neutral
 weedstreet420 california marijuana sale ‘veri strong’ despit coronaviru state offici say recessionproof generationaloppor…,Neutral
 atrupar At anoth point giuliani expo coronaviru like normal peopl breath air ask woman sit next hi…,Positive
brandon scott baltimore’ citi council presid mayorelect test neg expo coronaviru,Neutral
case manag unsung hero covid19 hospit care,Storngly Positive
 shamscharania fortyeight nba player test posit coronaviru five hundr fortysix test initi test phase nov two thousand four hundr thirti sour…,Neutral
 washingtonpost new US coronaviru case top two hundr thousand day cdc director issu stark warn winter may diffic…,Positive
 ktla biden sound alarm spread covid19 next two month make appeal american take viru serio…,Nagative
 washingtonpost pompeo invit hundr indoor holiday parti subordin warn host nonmiss critic e…,Positive
 nytim “first you’r go need two shots” zimmer explain “after first shot you’r not fulli vaccin second o…,Neutral
 jobboarddoctor employ start prepar coronaviru vaccin question requir,Neutral
 cbsnewyork senior famili hoboken start go hungri start coronaviru pandem group local volun…,Neutral
 jessekellydc pro tip get caught violat rule put two reason one think you’r chump won’t…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
trump campaign new lawsuit would invalid two hundr twentyon thousand wisconsin ballot — includ vote cast mail because…,Nagative
 jayusmc2 half money treasuri dept coronaviru emerg fund small busi went five recip…,Neutral
 buzzfeednew interpol warn countri high alert organ crime network attempt get hand coron…,Positive
 nprpolit new hou speaker nanci pelosi senat minor leader chuck schumer endor propo unveil tuesday bi…,Neutral
 nytgraph analysi cdc data show three hundr fortyf thousand peopl normal die US march fifteen nov fourteen fi…,Storngly Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 wildfirediva long dark befor dawn vaccin new administr pandem tame expert say co…,Neutral
 nytim break new peopl may expo coronaviru asymptomat end quarantin seven days…,Neutral
 courageousgirl2 live updat new US coronaviru case top two hundr thousand day cdc director issu stark warn,Positive
UK focu buy british good kickstart economi buy best buy british,Storngly Positive
stonecircl johncornyn politico mayb worri cornynworld,Neutral
 abcpolit two resid hawaii island kauai arrest fli home allegedli knew test posit for…,Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
still search covid19 maskup thi channel test korean kf94 mask video mani oth…,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 urbanxf think ted right target nano aluminum could agent cau peopl preexist health condit suc…,Neutral
 realtuckfrump kati porter pummel mnuchin At hear He call question ‘ridiculous’,Neutral
 ryanstruyk cnn two hundr seventythre thousand peopl unit state die coronaviru,Storngly Nagative
 abcnew new sydney coronaviru case spark uncertainti five day wa plan border chang,Positive
 nrwire UK approv pfizerbiontech coronaviru vaccin widespread distribut,Neutral
 cdcgov dyk covid19 case rise faster rural area compar urban area Do part slow spread •stay home whe…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 politicoeurop greek prime minist kyriako mitsotaki come fire appar break government’ lockdown rule…,Nagative
 pmorris185 maskless trumpett woman went On homophob rant dure An antilockdown protest In lo angel,Storngly Nagative
 badsantaiad rudolph test posit coronaviru i’v put,Neutral
 washingtonpost pompeo invit hundr indoor holiday parti subordin warn host nonmiss critic e…,Positive
 nytim “first you’r go need two shots” zimmer explain “after first shot you’r not fulli vaccin second o…,Neutral
 stayhopeful16 pompeo invit hundr indoor holiday parti subordin warn host ‘nonmiss critic ev…,Positive
mattzeitlin fun fact joe biden consid run cycl jill biden strongli run,Storngly Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 noelleecevan eighteen inmat monro counti jail test posit coronaviru two hospit If l…,Neutral
new sydney coronaviru case spark uncertainti five day wa plan border chang,Positive
davidjollyfl coronaviru relief bill negoti democrat capitol hill democrat p…,Positive
 japantim japan approv free covid19 vaccin nation,Storngly Positive
anoth democrat caught flout coronaviru restrict,Neutral
 washingtonpost pompeo invit hundr indoor holiday parti subordin warn host nonmiss critic e…,Positive
 thehil obama say may take coronaviru vaccin TV build trust,Neutral
dozen test posit covid swinger convent new orlean new orlean guardian mtnews…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 piersmorgan incr photo texa medic Dr joseph varon hug vulner lone elderli coronaviru patient miss his…,Positive
coronaviru ablaz west texa tourist flock big bend marfa hospit run overflo…,Neutral
 oklahomacovid one thousand seven hundr thirtyfour hospit covid time high one thousand seven hundr eightytwo okc region five hundr fiftyon tulsa region four hundr twenti case pui icu bed av…,Neutral
dont get wrong mean limit covid19 extra blatant have…,Nagative
opinion california’ stabil coronaviru pandem,Neutral
opinion california’ stabil coronaviru pandem,Neutral
opinion california’ stabil coronaviru pandem,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 buzzfeednew interpol warn countri high alert organ crime network attempt get hand coron…,Positive
 mattdizwhitlock thi articl doesn’t mention senat vote twice block senat even debat coronaviru…,Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 spiroagnewghost break per wapo new coronaviru case unit state surpass two hundr thousand case singl day wednesday wh…,Neutral
power56325373 winesail kevinctv coronaviru last effect even bodi done fight off…,Nagative
“like mani british polici deci went full bravado delu compet look a…,Neutral
 spiroagnewghost break per wapo new coronaviru case unit state surpass two hundr thousand case singl day wednesday wh…,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 nbcnew presidentelect biden coronaviru roundtabl “I don’t want scare anybodi understand fact likely…,Nagative
 gordongchang china lie know peopl would die coronaviru covid19 ccp ccpchina newsmax,Storngly Nagative
 nytim break new winter “the difficult time public health histori nation” unless peopl follow…,Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 drdenagrayson never forgiv trump gop ly love one die watch pass cov…,Storngly Positive
 bbcbreak UK becom first countri world approv pfizerbiontech coronaviru vaccin widespread use …,Neutral
 sreekyshoot fortyeight nba player test posit coronaviru five hundr fortysix eightyeight posit rate eight point eight kobe…,Neutral
 amysiskind pelosi schumer back bipartisan senat coronaviru relief packag start point negoti imp…,Positive
 nytim get covid vaccin return normal life scienc writer carl zimmer answer question mo…,Neutral
globalnew covid vaccin whi would take vaccin suppo ninetyf success rate bug 9…,Storngly Positive
damn two hundr thousand live updat new US coronaviru case top two hundr thousand day cdc director issu stark warning…,Positive
white hou task forc urg missouri strengthen covid19 health order,Positive
 amysiskind pelosi schumer back bipartisan senat coronaviru relief packag start point negoti imp…,Positive
 kylegriffin1 coronaviru rage control unit state peopl desper need relief president…,Nagative
UK govern scientif advi believ chanc die coronaviru infect between…,Storngly Nagative
 spiroagnewghost break per wapo new coronaviru case unit state surpass two hundr thousand case singl day wednesday wh…,Neutral
 julijaceh crown approv corona vaccin first top piramid thi johnson task not brexit clear start next…,Nagative
davuiw itvpeston peston jeremyhunt anushkaasthana conserv bill gate great friend B…,Storngly Positive
 kylegriffin1 state dept recommend last week nonmiss critic event not held inperson week US eve…,Positive
 radleybalko philli homicid twentysix percent last year march,Neutral
 latim first virtual sundanc film festiv work,Neutral
 fenixammunit If polic offic think run sting oper busi owner defy…,Neutral
 kansasdotcom seventyf thousand kansan get covid19 vaccin month’ end gov kelli announc,Neutral
 schrdingermbiu1 ewarren jacquelinehine1 If anyth global coronaviru pandem demonstr beyond shadow doubt th…,Nagative
 bettemidl “britain gave emerg author wednesday pfizer’ coronaviru vaccin leap ahead unit state to…,Neutral
 asanderford seem repdonbacon quarantin possibl coronaviru exposur,Neutral
A maskless trumpett woman went On homophob rant dure An antilockdown protest In lo angeles…,Storngly Nagative
 globalnew nunavut eighti activ infect wednesday one hundr thirteen recov case total one hundr ninetythre eleven new case — arv…,Neutral
 gwdscliber consid attend greenwoodsc chamber event knew maskwear would not taken seriou many…,Neutral
 nydailynew maskless woman went homophob rant antilockdown protest lo angel,Storngly Nagative
 uhhmeritu dream friend invit dinner respond ‘coronavirus’ woke,Storngly Positive
 cbsnew research red cross found blood donat decemb two thousand nineteen contain antibodi covid19 davidbegnaud ex…,Neutral
 skynew covid19 bori johnson could take coronaviru vaccin live TV,Neutral
 spiroagnewghost break per wapo new coronaviru case unit state surpass two hundr thousand case singl day wednesday wh…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 jayusmc2 half money treasuri dept coronaviru emerg fund small busi went five recip…,Neutral
theshehu bori johnson destroy nation even mp within conserv parti publicli criticising…,Storngly Nagative
 nytim “first you’r go need two shots” zimmer explain “after first shot you’r not fulli vaccin second o…,Neutral
 gordongchang It fact “weapon war” china conduct “unrestrict warfare” chine leader believ th…,Neutral
 stavronedvin donald trump jare kushner receiv 365m ppp loan money intend small busi report say,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 bbcbreak UK becom first countri world approv pfizerbiontech coronaviru vaccin widespread use …,Neutral
 jenniferjjacob “I dont want scare anybodi understand fact like lose anoth two hundr fifti thousand peopl dead betwe…,Nagative
 kylegriffin1 state dept recommend last week nonmiss critic event not held inperson week US eve…,Positive
 deborahshaar coronaviru spread sedgwick counti nov twenti twentyon thousand five hundr seventeen confirm case oct twenti ten thousand six hundr eightythre sept twenti eight thousand two hundr thirtyf aug 20…,Neutral
 jenniferjjacob “I dont want scare anybodi understand fact like lose anoth two hundr fifti thousand peopl dead betwe…,Nagative
lifedisrupt threw bit extra credibl today,Neutral
 nytim get covid vaccin return normal life scienc writer carl zimmer answer question mo…,Neutral
 kylegriffin1 coronaviru rage control unit state peopl desper need relief president…,Nagative
 joshsmithwjhl thi mobil morgu park outsid balladhealth johnson citi medic center handl expect surg death…,Neutral
 drdenagrayson never forgiv trump gop ly love one die watch pass cov…,Storngly Positive
whi bid better We chip better commun rai fund supp…,Storngly Positive
“ohio ad ohio depart health’ covid19 travel advisori map mean state recommen…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 veron2v face mask pattern facemask mask cottonmask coronaviru covid19 covidprotect printonde…,Neutral
 kylegriffin1 state dept recommend last week nonmiss critic event not held inperson week US eve…,Positive
mafia gun covid vaccin suppli cop brace theft worldwid,Nagative
three one thousand two hundr fifti Ya thatll scare em theyll 4x donat day onlin realli skip whole leader…,Nagative
 breitbartlondon UK govt advisori committ warn pregnant women not new coronaviru vaccin,Nagative
 jayusmc2 half money treasuri dept coronaviru emerg fund small busi went five recip…,Neutral
 amysiskind pelosi schumer back bipartisan senat coronaviru relief packag start point negoti imp…,Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
white hou coronaviru task forc warn state We danger place,Storngly Nagative
 japantim japan studi find ninetyeight covid19 patient immun six month later,Neutral
 radleybalko DC alreadi see spike shoot assault back april,Storngly Nagative
 donmoyn nine hundr guest indoor food drink covid,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 spectatorindex IN number peopl hospit US due coronaviru top one hundr thousand,Positive
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
😡😡😡😡😡pompeo invit hundr indoor holiday parti subordin warn host ‘nonmiss c…,Positive
anoth democrat caught flout coronaviru restrict,Neutral
As part covid19 “cont plan alberta govern consid set field hospit —…,Neutral
coronaviru vanish someth,Neutral
look tabl sampl decemb twentysix bal took fourteen day develop test find U…,Neutral
 reutersbiz In world first UK approv pfizerbiontech covid19 vaccin,Neutral
 independ moderna begin test coronaviru vaccin children,Neutral
 cshalbi call last minut hour sometim peopl deni news often reel contact t…,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 buzzfeednew interpol warn countri high alert organ crime network attempt get hand coron…,Positive
 spiroagnewghost break per wapo new coronaviru case unit state surpass two hundr thousand case singl day wednesday wh…,Neutral
one hundr fortythre billion entir mab pie two thousand twenti three hundr five billion hiv estim one hundr fortythre billion before…,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 spiroagnewghost break per wapo new coronaviru case unit state surpass two hundr thousand case singl day wednesday wh…,Neutral
 connieschultz love seven grandchildren much see none christma stayhom donottravel https…,Storngly Positive
 julianhjessop dont realli care exactli UK beaten EU roll covidvaccin seem brexit ha…,Storngly Nagative
 donmoyn nine hundr guest indoor food drink covid,Neutral
dasher dancer prancer vixen comet cupid donner blitzen test posit coronaviru,Neutral
play african affair radio odo remix kidi ft mayorkun amp davido tune live nonstop african mu…,Neutral
 alarabiyaeng footag show US presid realdonaldtrump speak white hou christma parti claim “rigged” 2020…,Neutral
donald trump jare kushner receiv 365m ppp loan money intend small busi report say,Neutral
 joewarmington farid sediqi doesn’t luxuri isol coronaviru 4kid feed it’ not easi five…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 adamaddict 🆘️🚨🆘️ unbeliev ⬇️ donald trump jare kushner receiv 365m ppp loan money report say,Neutral
briankarem presssec VP couldn‘t even keep coronaviru white hou whi still talk it…,Neutral
bleedmu ajcat screw i’m not afraid coronaviru If i’m near someon who’ high risk i’ll take…,Nagative
 wishtv hoosier live hiv experienc isol stay insid avoid contract covid19 So damien cent…,Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 bretsear label covid19 death someon multipl seriou medic condit got coronaviru die bet won…,Storngly Nagative
link,Neutral
 nytgraph analysi cdc data show three hundr fortyf thousand peopl normal die US march fifteen nov fourteen fi…,Storngly Nagative
 eugenegu seem confu mrna coronaviru vaccin work let explain underli biolog star…,Neutral
 congressmanraja illinoi among fortyseven state DC saw increa sevenday averag new covid19 case t…,Neutral
 amysiskind nine hundr peopl indoor seem symbol right way end long sign waiver not take medic help and…,Nagative
pompeo invit hundr indoor holiday parti subordin warn host nonmiss critic…,Positive
 nytim get covid vaccin return normal life scienc writer carl zimmer answer question mo…,Neutral
khaleesiathena club open live coronaviru,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 thehil obama say may take coronaviru vaccin TV build trust,Neutral
 spectatorindex IN number peopl hospit US due coronaviru top one hundr thousand,Positive
footag show US presid realdonaldtrump speak white hou christma parti claim “rigged”…,Neutral
 washingtonpost maryland football’ game michigan cancel coronaviru case wolverin program,Nagative
 thisweekabc american celebr thanksgiv outsid household assum infecti “dangero…,Neutral
alert one new case covid19 record queensland overnight new case acquir oversea d…,Neutral
Oh look statedept yet appli infam missioncrit polici thing realli dont ca…,Neutral
 reuter cdc recommend shorter selfquarantin period potenti exposur coronaviru seven day negative…,Positive
 jenniferjjacob “I dont want scare anybodi understand fact like lose anoth two hundr fifti thousand peopl dead betwe…,Nagative
 10tv ohio reach fifteen posit rate put state travel advisori list 10tv,Positive
 gwdscliber consid attend greenwoodsc chamber event knew maskwear would not taken seriou many…,Neutral
 nytim break new winter “the difficult time public health histori nation” unless peopl follow…,Nagative
 npr new report suggest averag onlin learn pandem littl impact kid read growth some…,Positive
 bogochisaac decemb two thousand twenti earli two thousand twentyon go see signif posit covid19 event start uk…,Neutral
 nytim “first you’r go need two shots” zimmer explain “after first shot you’r not fulli vaccin second o…,Neutral
 drericd best econom stimulu pay everi american one thousand five hundr vaccination—especi vaccin need two dose rememb vacci…,Storngly Positive
 davhq coronaviru kill five thousand VA patient one thousand lost novemb — coronaviru death the…,Storngly Nagative
 apnfl nfl commiss roger goodel say leagu remain commit finish regular season schedul,Positive
 buzzfeednew interpol warn countri high alert organ crime network attempt get hand coron…,Positive
american celebr thanksgiv peopl outsid household assum infectious…,Neutral
 spectatorindex IN number peopl hospit US due coronaviru top one hundr thousand,Positive
 drdenagrayson We need presid acknowledg seriou threat deadli coronaviru actual care hundr of…,Nagative
ii vaccin base introduc genet materi mrna human bodi order produc spike pr…,Neutral
 kylegriffin1 state dept recommend last week nonmiss critic event not held inperson week US eve…,Positive
 amysiskind pelosi schumer back bipartisan senat coronaviru relief packag start point negoti imp…,Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
anyth think punish,Neutral
 marshablackburn media continu peddl fal claim chine coronaviru disparag presid realdonaldtrump we…,Neutral
 nytim get covid vaccin return normal life scienc writer carl zimmer answer question mo…,Neutral
 petervroom1 hatch act fortyeight day grift left taxpay dollar use favorit execut branch c…,Neutral
flermyt rtyango simplybiochem ballouxfrancoi current BE nineteen yr three two thousand fortynin two 👍…,Neutral
 drdenagrayson We need presid acknowledg seriou threat deadli coronaviru actual care hundr of…,Nagative
 spiroagnewghost break per wapo new coronaviru case unit state surpass two hundr thousand case singl day wednesday wh…,Neutral
tune episod “destin passport travel amp hospitality” featur founder amp manag director…,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
coronaviru infect surg capit region statewid sign total shutdown of…,Neutral
 paullewismoney Oh dear britain’ medicin regul contradict claim health secretari matt hancock UK got fir…,Positive
 suec00k pfizer given protect legal action coronaviru vaccin UK govern,Positive
 amysiskind nine hundr peopl indoor seem symbol right way end long sign waiver not take medic help and…,Nagative
 cnbc obama take coronaviru vaccin might film build confid – ‘I trust science’,Storngly Positive
buddi call coronaviru air herp 😂😂😂🤦🏾‍♂️,Neutral
transcript prime minist bori johnson statement coronaviru press confer,Neutral
 cbsnew research red cross found blood donat decemb two thousand nineteen contain antibodi covid19 davidbegnaud ex…,Neutral
premier jason kenney said request canadian red cross anoth field hospit alberta responsibl…,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 kylegriffin1 coronaviru rage control unit state peopl desper need relief president…,Nagative
rural virginia counti offici pass resolut reject ‘tyranny’ governor’ coronaviru restrict,Nagative
white hou coronaviru task forc US ‘in danger place’ covid19 risk ‘histor high’…,Storngly Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 spiroagnewghost break per wapo new coronaviru case unit state surpass two hundr thousand case singl day wednesday wh…,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 shamscharania fortyeight nba player test posit coronaviru five hundr fortysix test initi test phase nov two thousand four hundr thirti sour…,Neutral
 jeffstone500 latest suspect north korean hacker target vaccin wsj report johnson amp johnson amp novavax were…,Nagative
 gordongchang china lie know peopl would die coronaviru covid19 ccp ccpchina newsmax,Storngly Nagative
 forb As societi around world grappl coronaviru pandem servic robot emerg power tool fighting…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 wdsu one hundr two live one thousand nine hundr eighteen flu beat coronaviru twice,Nagative
 spectatorindex IN number peopl hospit US due coronaviru top one hundr thousand,Positive
 jenniferjjacob joebiden say coronaviru relief congress pass “down payment” propo office…,Positive
