Tweet,sentiment
 mekiran the regim fail take meaning action regard coronaviru continu claim live hundred…,Strongly Negative
 colleenkraftmd If could tag sixti favorit peopl would mani support personnel need support love laborato…,Strongly Positive
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Strongly Negative
 chrislhay tonight elainejgodfrey join allinwithchri discuss except piec,Positive
 steveguest nanci pelosi admit “decision” block coronaviru relief month,Positive
 honesttruth4u So doctor spoke correct the vaccin caus sterilis wow coronaviru,Strongly Positive
 leadcoalit determin truth mom nurs home care tricki import mindingoureld …,Strongly Positive
 courtneysurvey 75 adult say they’r comfort go groceri store given current situat coronaviru bu…,Positive
 repfredkel speaker pelosi admit continu effort block coronaviru relief for month one big political…,Positive
 inspiteoftrump more 1000 migrant children US govern custodi test posit covid19,Neutral
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Strongly Negative
 crewcrew mike pompeo’ penchant lavish celebr taxpayer’ dime not seem diminish even pandem ht…,Neutral
 ennisnyt “the last nine month shaken movi busi bone jason blum told brooksbarnesnyt prescient piece…,Negative
 webmd flu case year number factor includ earli influx peopl took flu vaccin coron…,Strongly Negative
 isaacdover mike penc coronaviru czar confid predict june wouldn’t second wave—and right th…,Neutral
 motherjon nativ american peopl US constitut right health care yet despit prom…,Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month 270000 dead am…,Positive
 skynew coronaviru issu immun certif peopl recov covid19 exempt restrictions…,Positive
 anacabrera omg coronaviru 1 caus death US week surpass heart diseas drsanjaygupta say,Strongly Negative
 abc hospit bed almost full suppli run short navajo nation overwhelm coronaviru pande…,Negative
 bwddph covid19 cdc advis univers mask indoor It recommend state local agenc “issu polici directi…,Positive
 anacabrera omg coronaviru 1 caus death US week surpass heart diseas drsanjaygupta say,Strongly Negative
 oneunderscor the gender gap vaccin poll remark 69 men say theyr like take covid vaccin 51…,Positive
 nixw20 It seem counti overwhelmingli vote trump highest surg coronaviru infect imagin,Neutral
are look new book dont feel much like read audiobook rescu here twentyf most…,Negative
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
selena queen tejano music celebr new netflix seri today jaimedavila execut…,Neutral
the word bad who wrote proof read the test not confirm not coronaviru t…,Strongly Negative
 isaacdover mike penc coronaviru czar confid predict june wouldn’t second wave—and right th…,Neutral
thank sununu coronaviru updat eight more NH death seven hundr eightytwo new covid infect,Positive
 lorrain38869263 share twitter,Positive
 ajc break,Neutral
I relat backtoback zoom meet absolut kill ‘zoom fatigue’ tax brain her…,Strongly Negative
 johnshopkin yesterday US broke record total case 217664 death 2879 report singl day our 30minu…,Strongly Negative
 leadcoalit pleas retweet rais awar As covid19 pandem rage control across US time remind ab…,Strongly Negative
NC labor commission say covid19 isn’t workplac threat requir safeti rule sophiekasakov report,Strongly Negative
lbeck11211404 matthew4trump more peopl contract coronaviru lockdown,Neutral
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
 motherjon nativ american peopl US constitut right health care yet despit prom…,Positive
 uncledoom coronaviru auster got us verg depress make great depress look like vacat oka…,Positive
 wten stimulu check updat pelosi say momentum toward covid19 relief,Neutral
 ctvnew fed secur moderna vaccin sign deal fedex ship dose,Neutral
 bauerjourn covid19 death nation 2020 276000 flu death 201920 22000 201819 34000 201718 61000 201617 38…,Strongly Negative
 worldonalert coronaviru itali 24099 new case eight hundr fourteen new death coronaviru germani 23541 new case four hundr thirtyon new death C…,Strongly Negative
joe biden employ “child won’t eat veggi get eat spoon keep coax f…,Neutral
In march 23 hospit die coronaviru 8 die cuomo say also vaccin come f…,Strongly Negative
spread christma cheer instead coronaviru merri christma happi hanukkah,Strongly Positive
 motherjon nativ american peopl US constitut right health care yet despit prom…,Positive
In march 23 hospit die coronaviru 8 die cuomo say also vaccin come f…,Strongly Negative
In march 23 hospit die coronaviru 8 die cuomo say also vaccin come f…,Strongly Negative
In march 23 hospit die coronaviru 8 die cuomo say also vaccin come f…,Strongly Negative
In march 23 hospit die coronaviru 8 die cuomo say also vaccin come f…,Strongly Negative
mammagistweetin charliekirk11 fbi 2 temptat deliv us corrupt autocrat lie the…,Neutral
 reuter US leader urgent call american wear mask threaten even drastic stayathom order death from…,Strongly Negative
coronaviru relief fund oregon meant help blackown busi exclus,Strongly Positive
cdc advis univers mask indoor US covid death break record,Strongly Negative
 turnleftat1l pollackcpam southwestair what’ go what protect custom the US experienc t…,Positive
 motherjon nativ american peopl US constitut right health care yet despit prom…,Positive
 motherjon nativ american peopl US constitut right health care yet despit prom…,Positive
i’m glad there’ vaccin coronaviru final work begin get everyth back normal covidvaccin,Positive
 isaacdover mike penc coronaviru czar confid predict june wouldn’t second wave—and right th…,Neutral
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
 chrislhay tonight elainejgodfrey join allinwithchri discuss except piec,Positive
 b52malmet If trump care ongo war coronaviru instead “endless war” somalia bet can’t ev…,Negative
paddylepag erinstephanie84 ooop you say,Neutral
 nixw20 It seem counti overwhelmingli vote trump highest surg coronaviru infect imagin,Neutral
realdonaldtrump two peopl die per minut covid fortyeight peopl die sinc wrote tweet nobod…,Strongly Negative
 fafsa If student loan own US depart educ we’r happi share administr forbear an…,Positive
 drericd US coronaviru surg sinc octob 2020 maskup folk We haven’t even seen worst yet We damn screw covi…,Strongly Negative
nanci pelosi say mitch mcconnel agre attach coronaviru relief upcom spend bill,Positive
 covidl twelv new case togo 2343 gmt coronaviru coronavirusupd covid19 coronaviruspandem,Neutral
 bbcsport lewi hamilton recov bed not feel great follow coronaviru diagnosi full stori …,Strongly Negative
 shaleykold breakingnew pimacounti monitor coronaviru case two week move make county’ voluntari ten pm…,Neutral
 oneunderscor the gender gap vaccin poll remark 69 men say theyr like take covid vaccin 51…,Positive
health offici the flood wall breach covid19 reach longterm care facil,Strongly Positive
 isaacdover mike penc coronaviru czar confid predict june wouldn’t second wave—and right th…,Neutral
the longawait coronaviru vaccin distribut start 254000 pfizer dose 211000 moderna dose M…,Neutral
 crulg biden say nobodi pay covid care but what’ differ catch coronaviru get cancer—with…,Positive
 shaleykold tucson curfew fact the maximum fine violat city’ mandatori ten pm five curfew 300 koldnew covid co…,Positive
the longawait coronaviru vaccin distribut start 254000 pfizer dose 211000 moderna dose M…,Neutral
the longawait coronaviru vaccin distribut start 254000 pfizer dose 211000 moderna dose M…,Neutral
 atrupar either rudi giuliani secretli covid he’ world person natur immun he’ expos h…,Neutral
 reuter US leader urgent call american wear mask threaten even drastic stayathom order death from…,Strongly Negative
UN warn two thousand twentyon shape humanitarian catastroph reuter aye ecolog environment financia…,Negative
 hornik If you’v gone bathroom penn station not worri what’ coronaviru vaccin,Neutral
 crulg biden say nobodi pay covid care but what’ differ catch coronaviru get cancer—with…,Positive
 amyklobuchar My dad husband got coronaviru year they recov forev thank cannot…,Positive
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
 drericd US coronaviru surg sinc octob 2020 maskup folk We haven’t even seen worst yet We damn screw covi…,Strongly Negative
 amyklobuchar My dad husband got coronaviru year they recov forev thank cannot…,Positive
cbseveningnew edokeef Im sure joe biden handl coronaviru better donald trump did…,Strongly Positive
coronaviru run wild home state gt11000 dead alreadi brunt winter still come horrifyin…,Strongly Negative
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Strongly Negative
 atrupar elect republican not politic covid they’r side coronaviru,Neutral
 ktvb live 515 pm central district health vote new public health order,Neutral
 isaacdover mike penc coronaviru czar confid predict june wouldn’t second wave—and right th…,Neutral
 drericd US coronaviru surg sinc octob 2020 maskup folk We haven’t even seen worst yet We damn screw covi…,Strongly Negative
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Strongly Negative
 dsamuelsohn On tuesday parscal told fox new trump would reelect paid attent coronaviru pande…,Neutral
 willwilkinson thi excel piec elainejgodfrey heartbreak Im overcom sens helpless betray kim reyno…,Strongly Negative
 dloesch whi mani gop oppos pelosi’ cash grab pandem exploit look money go place like poor impover…,Negative
 cbseveningnew tonight first time cdc recommend “univers mask use” indoor even home you’v bee…,Positive
 cordyfox CW covid covid19 coronaviru albertan right freak 10 posit rate anyth 5…,Negative
 motherjon nativ american peopl US constitut right health care yet despit prom…,Positive
 matinastevi the 2nd wave coronaviru europ becom deadlier 1st how get stark graphic amp an…,Neutral
you misspel “coronaviru death toll”,Strongly Negative
 reuter biden plan scaledback inaugur avoid spread coronaviru crowd,Negative
covid19 ministri health provid daili case updat,Neutral
 lotusoak2 presid ford plan vaccin one million peopleday start oct 1976 problem emerg death amp case gb pani…,Strongly Negative
brazoria counti 1042020 report 244 covid19 case 79 recoveri 100 probabl 2 case transfer o…,Neutral
your firepit respit coronaviru winter here’ use safe,Neutral
doctor urg american pandem fatigu it last inning game by…,Neutral
 abc hospit bed almost full suppli run short navajo nation overwhelm coronaviru pande…,Negative
what To Do If you test posit for the coronaviru thi fall Or winter,Neutral
 sundownmotel congress could pass huge coronaviru relief bill would keep american starv prevent entir eco…,Strongly Positive
 wsj 🎧 listen In today episod the journal podcast alabama’ top health offici talk state struggl figh…,Positive
the latest statist imperi counti public health depart friday decemb 4 two thousand twenti,Neutral
educ dept extend student loan payment freez through januari world news polit,Positive
ladotoffici mayorofla tri pay park ticket discount 20 appli thi p…,Negative
 nytim devast deadlier second wave coronaviru case swept across europ govern reinstat fall lockdown the…,Neutral
biden say job report grim relief packag need januari,Negative
 zkusovac metropolitan hrizostom pro tempor head serbia orthodox church admit hospit covid19 He 7th soc bisho…,Positive
 hornik If you’v gone bathroom penn station not worri what’ coronaviru vaccin,Neutral
 steveguest nanci pelosi admit “decision” block coronaviru relief month,Positive
bodyrecompexprt jamessmithpt except vaccin noth dna It relat use mrna e…,Neutral
 rapidgator99 jneill katymcconkey clarecraigpath fatemperor realjoelsmalley As your expert death certif youll aw…,Strongly Negative
world health organ leader warn vaccin not mean end coronaviru pandem renewed…,Negative
 ajc break,Neutral
At twelv daryl tighter coronaviru rule come forc wale,Neutral
the latest statist imperi counti public health depart friday decemb 4 two thousand twenti,Neutral
 jsteinwapo ask board appar smaller coronaviru packag speaker pelosi cite gamechang vacci…,Neutral
the latest statist imperi counti public health depart friday decemb 4 two thousand twenti,Neutral
 niexecut the execut agre temporari household bubbl arrang christma 🎄 more inform,Neutral
 motherjon nativ american peopl US constitut right health care yet despit prom…,Positive
1in5advocaci katetaylornyt chienkwok angrybklynmom mikeygni nycstateofmind daniela127 advocatepar le…,Neutral
 kateandtheboy sweden reject need face mask coronaviru death top 7000,Strongly Negative
 motherjon covid19 surpass heart diseas lead caus death unit state week accord report relea…,Strongly Negative
john hopkin expert coronaviru outpac massiv test effort US,Neutral
the latest statist imperi counti public health depart friday decemb 4 two thousand twenti,Neutral
 crulg biden say nobodi pay covid care but what’ differ catch coronaviru get cancer—with…,Positive
 isaacdover mike penc coronaviru czar confid predict june wouldn’t second wave—and right th…,Neutral
 mcnee thi what’ possibl fund basic scienc that’ that’ tweet fund basic scienc,Neutral
 jsteinwapo ask board appar smaller coronaviru packag speaker pelosi cite gamechang vacci…,Neutral
pleas respect fellow american amp wear mask It save live easi maskup wearamask wearadamnmask…,Strongly Positive
 amerindepend He book replac sarah palin 😂,Neutral
 isaacdover mike penc coronaviru czar confid predict june wouldn’t second wave—and right th…,Neutral
jojo siwa reveal she her entir famili have recov from “dreaded” coronaviru via enew,Neutral
 thetomslatt dan1763 benkentish the pm spokesperson say,Neutral
 eatersf the bay area fulli lock decemb six,Neutral
 digiphil wsj analysi found across usa novel coronaviru “ha spread wide place crowd ho…,Positive
 ohiomail how trump’ errat behavior failur coronaviru doom reelect,Negative
 atrupar elect republican not politic covid they’r side coronaviru,Neutral
how coronaviru vaccin roll state across US come week,Neutral
theowlofvis jb410 fpwellman ckee09120569 anthonysabatini So explain worldwid number then…,Positive
 mayortombutt press releas bayarea health offic move implement state new region stay home order not wait until loc…,Neutral
cbsnew sinc trump lost elect all trump talk meet su trump never talk the…,Negative
oregongovbrown alreadi coronaviru make differ,Neutral
 snootid coronaviru vaccin better turn spiderman,Positive
bullshit they cant even decid IF WE should get 1200 check MY god what IS the hold UP WE need our 2nd 1200…,Positive
coronaviru san mateo counti sit bay area counties’ new stayhom order,Neutral
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Strongly Negative
 esuexsc sam fessler former student professor exsc depart current phd student arizona state she recently…,Neutral
 crulg biden say nobodi pay covid care but what’ differ catch coronaviru get cancer—with…,Positive
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
 drdenagrayson 🚨break cdcgov final recommend “univers mask use” indoor people’ home what took…,Positive
 motherjon nativ american peopl US constitut right health care yet despit prom…,Positive
 crulg biden say nobodi pay covid care but what’ differ catch coronaviru get cancer—with…,Positive
 hawaiidelilah realdonaldtrump the stock market not economi the job report today terribl real economi mi…,Neutral
 isaacdover mike penc coronaviru czar confid predict june wouldn’t second wave—and right th…,Neutral
 govctw it’ time mitchmcconnel get way let bipartisan bicamer relief bill pass,Positive
 capeandcowel pelosi admit dem withheld coronaviru relief american desper need help democrat would win the…,Strongly Positive
 dakekang 1 new dure twelv fate day januari chines author fail report new coronaviru case lull wuhan resi…,Strongly Negative
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
 davenewworld2 In march rick santelli said everyon america given coronaviru reduc econom impact of…,Neutral
 rapidgator99 jneill katymcconkey clarecraigpath fatemperor realjoelsmalley As your expert death certif youll aw…,Strongly Negative
sunnycoastbob you use number coronaviru provision count page that page start feb one m…,Positive
 debbiecockrel today case total,Neutral
jenforutah say she constitu complain workplac safeti covid19 utah labor commiss do…,Negative
 kylegriffin1 the US report 2802 coronavirusrel death today decemb 3 set new daili record death accord to…,Strongly Negative
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Strongly Negative
 jilevin coupl test posit coronaviru polic say still board plane,Neutral
she’ 102 she live one thousand nine hundr eighteen flu she’ beat coronaviru read more cdc…,Negative
 hornik If you’v gone bathroom penn station not worri what’ coronaviru vaccin,Neutral
 washingtonpost for first time cdc urg univers use face mask indoor not home,Neutral
 anacabrera omg coronaviru 1 caus death US week surpass heart diseas drsanjaygupta say,Strongly Negative
 dcampbell8899 the list long way mani school like frank hurt secondari – exposur oct 1 2 5 6 7…,Negative
 bnodesk new death toll coronaviru pandem hit 15 million,Strongly Negative
 chrislhay tonight elainejgodfrey join allinwithchri discuss except piec,Positive
 drdenagrayson 👏🏼awesome👏🏼 savannahguthri “will accept presidentelect joebiden’ offer serv chief medic adviser…,Positive
 abbydphillip To clear question not whether biden call mcconnel not whether spo…,Positive
 chrislhay tonight elainejgodfrey join allinwithchri discuss except piec,Positive
 wgrz break eri counti report highest daili total covid19 case sinc pandem began,Neutral
 abc hospit bed almost full suppli run short navajo nation overwhelm coronaviru pande…,Negative
leverag coronaviru stimulu take giant leap toward decarbon read more,Neutral
 pewscienc share american raceethn say would definitelyprob get coronaviru vaccin availabl…,Positive
 lilabbromberg maryland men’ basketbal yet anoth cancel alreadi fourth season jame madison scrapped…,Negative
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Strongly Negative
 anacabrera omg coronaviru 1 caus death US week surpass heart diseas drsanjaygupta say,Strongly Negative
 eugenegu rush coronaviru vaccin emerg fda approv phase three clinic trial complet long…,Neutral
 courthousenew slow job number not stifl wall street post new record high friday investor hope new co…,Positive
As viru spread cdc draw Up urgent battl plan roni caryn rabin apoorva mandavilli via nyt,Positive
jenneraub sleepykhaleesi londonbre Ok sorri conspiraci crack thi dude legit perhap numbe…,Positive
educ dept extend student loan payment freez through januari educ,Positive
 kateandtheboy sweden reject need face mask coronaviru death top 7000,Strongly Negative
canadian premier make critic holiday plea,Positive
 nixw20 It seem counti overwhelmingli vote trump highest surg coronaviru infect imagin,Neutral
comrad caitlin coronaviru serious,Neutral
sander announc opposit 908 billion coronaviru relief packag lawmak scrambl deal,Positive
 my2opinion sasklass you might find interest clip,Positive
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
buzzard055 goodhuman2007 coachtj bmreed1 rexchapman it’ primarili reduc spread also provides…,Neutral
 amandamarcott It speak volum sexism countri pelosi actual pass bill get lion share the…,Positive
paddylepag erinstephanie84 wrong,Neutral
beauti articl beauti friend pamelabrowncnn,Positive
 jefftompkin and ⁦henrymcmaster⁩ noth the “prolife” charad henri SC hit new coronaviru case peak dhec b…,Neutral
 nidhiprakash ive sick first covid postcovid symptom sinc april wrote mostli well p…,Negative
the intern food inform council note snack becom preval compani taken advantag…,Neutral
‘no time discuss six icu bed left denton counti covid19 hospit hit new high,Neutral
 reuter biden plan scaledback inaugur avoid spread coronaviru crowd,Negative
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
It wasnt long ago usa weekli covid death constant five thousand per weeknow theyr 13000…,Strongly Negative
 nytim the san francisco bay area implement california’ stayathom order weekend instead wait state ord…,Neutral
 silensec hacker target covid19 vaccin suppli chain ibm find infosec phish covid19 tec…,Neutral
 bnodesk deadliest day pandem 12161 coronaviru death report past twentyfour hour set new record who,Strongly Negative
republican mitt romney slam derang incompet donald trump great human american tragedi hi…,Positive
 crewcrew mike pompeo’ penchant lavish celebr taxpayer’ dime not seem diminish even pandem ht…,Neutral
check olsendnt duluth first respond work covid19,Neutral
oldburymeerkat hamilton posit coronaviru that first time ive seen hamilton posit anythi…,Neutral
 gbickerton398 the feder govern own two largest courier compani canada purol canada post both unionized…,Neutral
obvious omar hate american lol she rais million husband want everyon els suffer lol,Strongly Negative
pfizer chairman were not sure someon transmit viru vaccin pfizer vaccin vaccinocovid…,Negative
asshat pelosi reason shift support smaller coronaviru relief new presid,Strongly Positive
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
 fafsa If student loan own US depart educ we’r happi share administr forbear an…,Positive
 denverchannel the cdphe offici announc friday place state’ first order 46800 dose pfizer covid19 vacc…,Neutral
It caus victoria second wave hotel quarantin get second chanc state 9new,Neutral
devast 💔💔 coronaviru,Neutral
 dailycal ‘A new presid and vaccine’ pelosi explain whi she will approv covid19 relief bill after continu delay https…,Positive
 danielkotzin the bay area lock next year We first lock almost nine month ago last…,Neutral
 pewscienc share american raceethn say would definitelyprob get coronaviru vaccin availabl…,Positive
 9newsau On monday boyfriend said goodby mother ipad 9new,Neutral
paddylepag erinstephanie84 Um ye mayb read actual fact,Neutral
 jeffw1964 realdonaldtrump senategop senatemajldr housegop goplead VP whitehous gopchairwoman you cant make stuff up…,Neutral
 mollyjongfast rupert lachlan murdoch respons coronaviru death trump,Strongly Negative
 leadcoalit determin truth mom nurs home care tricki import mindingoureld …,Strongly Positive
 cjsnowdon thi age well,Neutral
 motherjon nativ american peopl US constitut right health care yet despit prom…,Positive
 foxnew biden urg take coronaviru vaccin wear mask say shouldn’t mandatori,Neutral
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
hospit bed almost full suppli run short navajo nation overwhelm co…,Negative
djlujoso the coronavirusact2020 give anyon provid treatment coronaviru indemn anyth goes…,Neutral
tonight elainejgodfrey join allinwithchri discuss except piec,Positive
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
we’r 1 “illinoi see most coronaviru death In the nation thi week with nearli 1000 dead” – block club chica…,Strongly Negative
what coronaviru attempt plan get rid oldweak monitor young abl bodied…,Neutral
 ajc break,Neutral
 secupp romney call trump leadership covid19 great human tragedi cnn,Strongly Positive
 kazweida the ironi utah sit nest egg coronaviru fund fail spend gig worker freelancer…,Strongly Negative
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Strongly Negative
 nurseteria good OR board medic examin enoughisenough wearamask doctorsforbiden,Positive
 reuter biden plan scaledback inaugur avoid spread coronaviru crowd,Negative
 indir who set approv covid19 vaccin end 2020—increas hope equit access the uk’ vaccin approv tri…,Positive
thelastleg dickcum 100 break rule send minist defend pisspoor excus from…,Neutral
 anncurri power thread worth read end doctor nurs struggl save us coronaviru need compassion…,Strongly Positive
 suec00k pfizer given protect legal action coronaviru vaccin UK govern,Positive
A sharp declin job growth novemb prod lawmak reach agreement coronaviru relief,Strongly Positive
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
 reuter biden plan scaledback inaugur avoid spread coronaviru crowd,Negative
 amyklobuchar My dad husband got coronaviru year they recov forev thank cannot…,Positive
 thesun nh may escap winter crisi UK almost free flu covid rate fall,Strongly Positive
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Strongly Negative
again covid 19 wuhan ccp coronaviru shouldnt republican vs democrat issu yet there on…,Neutral
 snootid coronaviru vaccin better turn spiderman,Positive
 lauriegarrett more new yorker get hospit daili covid19 worri trend but perspect long w…,Neutral
nlrb may overturn employerfriendli decis dure biden administr friday…,Neutral
 reuter US leader urgent call american wear mask threaten even drastic stayathom order death from…,Strongly Negative
whatwal street trader want coronaviru vaccin first tier health care workersnurs h…,Strongly Positive
end year still not met singl one cowork person due coronaviru,Neutral
trust not In ly word coronaviru vaccin updat via youtub,Negative
 jsolomonreport obama bush clinton publicli get coronaviru vaccin shot quell public safeti concern just the new https…,Neutral
 abc TO the ski fire servic helicopt carri statu saint barbara patron saint firefight rieti itali l…,Negative
 offguardian0 are will risk “unknown fertil impacts” vaccin viru 998 surviv rate covidvaccine…,Negative
 aphealthsci expert say pandem left health care organ vulner ransomwar attack cut access di…,Negative
 argus911 bill selvig daughter say father death excruci “we sit hold hand He d…,Negative
 amyklobuchar My dad husband got coronaviru year they recov forev thank cannot…,Positive
winter make contain harder watch sfbay case next 12 wk If theyr clearli fall within 7 day…,Neutral
still pakistan wed arw import like idiot strict ban atleast two month gath…,Strongly Negative
coronaviru highlight republican sum follow dont care affect,Negative
 anacabrera omg coronaviru 1 caus death US week surpass heart diseas drsanjaygupta say,Strongly Negative
 aphealthsci expert say pandem left health care organ vulner ransomwar attack cut access di…,Negative
 oneunderscor the gender gap vaccin poll remark 69 men say theyr like take covid vaccin 51…,Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month 270000 dead am…,Positive
watch minnesota gov tim walz longterm care provid highlight effort keep longterm care resid safe,Strongly Positive
 miamiherald covid surg follow record low drop social distanc octob studi find,Negative
 kagutamuseveni In battl coronaviru viru our scientist given good news develo…,Positive
 sfchronicl expert divid like outdoor dine spread viru — especi mani differ form re…,Positive
biden urg take coronaviru vaccin wear mask say shouldn’t mandatori,Neutral
 reuter biden plan scaledback inaugur avoid spread coronaviru crowd,Negative
 nbcnew “when countri go direct viru goe everi direction” UN secgen guterr say refer thos…,Neutral
“what make suffer death exponenti pain simpl fact much preve…,Strongly Negative
second free covid19 commun test site open pueblo the state fairground test site experienc an…,Strongly Positive
 jordanuhl In march cnbc person former hedg fund cretin rick santelli suggest give everyon coronaviru protect the…,Positive
 zakkoesk south carolina report highest singleday number confirm covid19 case 2470 it allhandsondeck…,Positive
 hornik If you’v gone bathroom penn station not worri what’ coronaviru vaccin,Neutral
 gravediggerx realdefend realdonaldtrump coronaviru,Neutral
 kazweida the ironi utah sit nest egg coronaviru fund fail spend gig worker freelancer…,Strongly Negative
realdonaldtrump never forget dumbest potu histori gop amp foxnew lie lie us week million listen…,Strongly Positive
 crulg biden say nobodi pay covid care but what’ differ catch coronaviru get cancer—with…,Positive
 ajc break,Neutral
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
newmindmirror moritherapi jasonsilva 127th entri coronaviru poetri diari white…,Neutral
 crillmat californian act like gavin newsom london breed gave everybodi coronaviru,Positive
 crulg biden say nobodi pay covid care but what’ differ catch coronaviru get cancer—with…,Positive
georgia south carolina break singleday record covid19 case via wsav,Neutral
quarantin day 4 the princess charact kid playroom begin talk coronavirus…,Neutral
 crewcrew over twentyf feder coronavirusrelief loan worth 365 million given busi address trump K…,Positive
 somewherecarr tori support slip among new backer pm coronaviru handl report,Positive
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
 argus911 helen svaren commit faith teach she die june five covid19 complic “even though 97…,Positive
 albertandav ritwheelhous hellakew12 eesquid calgarypolic it sad deni scienc fact cant fathom t…,Negative
 brunoamato1 the real tragedi nearli everi singl republican congressman senat stood silent four year de…,Neutral
 atrupar elect republican not politic covid they’r side coronaviru,Neutral
 theleadcnn matthew law 35yearold veteran amp father five die coronaviru jaketapp report https…,Strongly Negative
 chewythewookie1 gianni gave free bread two need the bakeri own becam place four other two drop stuff four need…,Positive
nanci knew along care not peopl your typic socialist watch nanci pe…,Positive
alberta health servic report five new case covid19 alongsid five recoveri citi grand pra…,Positive
 crulg biden say nobodi pay covid care but what’ differ catch coronaviru get cancer—with…,Positive
rememb list shop holiday thefinancialfreedomfamili financialblueprintacademi friday…,Positive
 amysiskind how anoth week gone mcconnel get away not bring coronaviru relief bill senat floor…,Negative
 thedamagereport come tdrlive true pandem toll US reach 345000,Positive
 nicolecarrol As pandem infiltr white hous congress statehous republican bear brunt usatoday found at…,Neutral
 gchdinfo were see peopl live household someon covid19 also test posit viru It importa…,Neutral
tori support slip among new backer pm coronaviru handl report,Positive
accord the new york time novemb worst month covid19 case US 2020 antibod…,Strongly Negative
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Strongly Negative
 centernonprof nonprofitspotlight lori smetanka execut dir consumervoic quot articl discuss nurs home ne…,Neutral
 bsadams25 coronaviru australia live news sydney commut told get test author move contain spread,Neutral
 busi bloomberg 50 thank presid tsai ingwen taiwan popul twentythre million peopl six hundr coronav…,Positive
goplead realdonaldtrump actual senatemajldr block covid19 aid democrat aren’t play…,Negative
‘it’ perfect storm’ south florida’ biggest food bank brink food shortag,Strongly Positive
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Strongly Negative
If read name peopl die coronaviru unit state would…,Strongly Negative
covid19 cdc advis univers mask indoor It recommend state local agenc “issu policie…,Positive
maryland men’ basketbal yet anoth cancel alreadi fourth season jame madison scra…,Negative
 aphealthsci expert say pandem left health care organ vulner ransomwar attack cut access di…,Negative
 nixw20 It seem counti overwhelmingli vote trump highest surg coronaviru infect imagin,Neutral
 anacabrera omg coronaviru 1 caus death US week surpass heart diseas drsanjaygupta say,Strongly Negative
 rexchapman live kentucki peopl hurt coronaviru hospit capac painkil heroin unemploy No relief…,Strongly Negative
 b52malmet “we bread line We haven’t seen bread line countri sinc depress that’ realli food lines…,Negative
outdoor dine OK oregon how safe,Positive
presidentelect joe biden predict “bleak future” congress doesn’t take speedi action coronaviru a…,Neutral
 gordongekko369 bush clinton obama publicli get coronaviru vaccin quell american skeptic foxnew,Negative
 kaosvscontrol doctor refus wear mask medic licens suspend via kgwnew,Negative
realdonaldtrump senategop senatemajldr housegop goplead VP whitehous gopchairwoman you cant make s…,Neutral
 simonegezond listen thiswhat borisjohnson said 💉 even dit fragment beluisteren en vooral niet schrikken 😳😳😳…,Neutral
gtsal4 dia suyusekicen eterrnalsad man guy made realis miss greec it year…,Negative
 future901 yesterday memphi TN gov bill lee nice photo op VP penc meanwhil rest TN viru rage on…,Negative
 veron2v face mask fractal abstract facemask mask cottonmask coronaviru covid19 covidprotectio…,Neutral
 kristenclarkejd covid19 1 caus death US At end octob covid19 3rd lead caus death…,Strongly Negative
 neallovesy republican told covid flew plane build kill 2800 ppl yesterday would care i…,Negative
